study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_domain;outcome_type;instrument;time;time_weeks;rating;baseline_m_arm1;baseline_m_arm2;baseline_sd_arm1;baseline_sd_arm2;mean_arm1;mean_arm2;sd_arm1;sd_arm2;n_arm1;n_arm2;m_change_arm1;m_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;.id;.g;.g_se;.log_rr;.log_rr_se;outcome_hierachy;rob_domain1;rob_domain2;rob_domain3;rob_domain4;rob_domain5;rob_overall;protocol;country;recruitment;incentive;specify_incentive;target_group;manual;program_name;guidance;setting_arm1;setting_arm2;internet_based;no_sessions_arm1;no_sessions_arm2;time_total_arm1;time_total_arm2;duration_therapy_arm1;duration_therapy_arm2;sessions_weekly_arm1;sessions_weekly_arm2;duration_session_arm1;duration_session_arm2;ave_modules_completed_arm1;ave_modules_completed_arm2;sd_modules_completed_arm1;sd_modules_completed_arm2;prop_modules_completed_arm1;m_age_arm1;m_age_arm2;sd_age_arm1;sd_age_arm2;female_arm1;female_arm2;female_total;prop_female_total;n_allocation_arm1;n_allocation_arm2;n_total_allocation;n_start_arm1;n_start_arm2;n_total_start;n_comp_arm1;n_comp_arm2;n_total_comp;reasons_partref;reasons_treatref;reasons_preterm;diagnosis_how;diagnosis_which;m_no_symptoms_arm1;m_no_symptoms_arm2;sd_no_symptoms_arm1;sd_no_symptoms_arm2;m_duration_symptoms_arm1;m_duration_symptoms_arm2;sd_duration_symptoms_arm1;sd_duration_symptoms_arm2;comorbidities_ex;specify_comorbidities_ex;consumer_satis;specify_consumer_satis;neg_eff;specify_neg_eff
lami, 2018;cbt;tau;cbt pain;tau;depr;msd;scl-90-r depression;post;10;self-report;2,15;1,77;0,88;0,95;2,15;1,68;0,78;0,98;28;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-rdepression_post_10.0_self-report_cbt_tau_cbtpain_tau;0,516802319;0,256184089;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for pain;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,35;51,37;6,43;9,38;42;42;84;1;42;42;84;34;41;75;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;121,2;138,84;108,36;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt insomnia;tau;depr;msd;scl-90-r depression;post;10;self-report;2,2;1,77;0,79;0,95;2,03;1,68;0,79;0,98;27;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-rdepression_post_10.0_self-report_cbt_tau_cbtinsomnia_tau;0,382425021;0,256913836;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for insomnia;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,66;51,37;8,44;9,38;42;42;84;1;42;42;84;38;41;79;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;101,64;138,84;83,88;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt pain;tau;depr;msd;scl-90-r depression;follow up;22;self-report;2,15;1,77;0,88;0,95;2,11;1,47;0,9;0,78;24;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-rdepression_followup_22.0_self-report_cbt_tau_cbtpain_tau;0,750256726;0,293152067;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for pain;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,35;51,37;6,43;9,38;42;42;84;1;42;42;84;34;41;75;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;121,2;138,84;108,36;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt insomnia;tau;depr;msd;scl-90-r depression;follow up;22;self-report;2,2;1,77;0,79;0,95;2,02;1,47;1,01;0,78;22;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-rdepression_followup_22.0_self-report_cbt_tau_cbtinsomnia_tau;0,606222586;0,296433701;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for insomnia;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,66;51,37;8,44;9,38;42;42;84;1;42;42;84;38;41;79;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;101,64;138,84;83,88;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt pain;tau;anx;msd;scl-90-r anxiety;post;10;self-report;1,63;1,5;0,81;0,93;1,71;1,37;0,94;0,91;28;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-ranxiety_post_10.0_self-report_cbt_tau_cbtpain_tau;0,363817306;0,254070333;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for pain;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,35;51,37;6,43;9,38;42;42;84;1;42;42;84;34;41;75;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;121,2;138,84;108,36;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt insomnia;tau;anx;msd;scl-90-r anxiety;post;10;self-report;1,78;1,5;0,93;0,93;1,68;1,37;1,05;0,91;27;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-ranxiety_post_10.0_self-report_cbt_tau_cbtinsomnia_tau;0,314947071;0,256167629;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for insomnia;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,66;51,37;8,44;9,38;42;42;84;1;42;42;84;38;41;79;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;101,64;138,84;83,88;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt pain;tau;anx;msd;scl-90-r anxiety;follow up;22;self-report;1,63;1,5;0,81;0,93;1,6;1,18;1,05;1,18;24;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-ranxiety_followup_22.0_self-report_cbt_tau_cbtpain_tau;0,369243967;0,285544176;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for pain;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,35;51,37;6,43;9,38;42;42;84;1;42;42;84;34;41;75;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;121,2;138,84;108,36;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt insomnia;tau;anx;msd;scl-90-r anxiety;follow up;22;self-report;1,78;1,5;0,93;0,93;1,62;1,18;0,98;0,69;22;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_scl-90-ranxiety_followup_22.0_self-report_cbt_tau_cbtinsomnia_tau;0,518319364;0,294633049;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for insomnia;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,66;51,37;8,44;9,38;42;42;84;1;42;42;84;38;41;79;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;101,64;138,84;83,88;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt pain;tau;phs;msd;fiq;post;10;self-report;-65,53;-55,57;11,08;18,14;-57,93;-55,45;14,16;16,79;28;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_fiq_post_10.0_self-report_cbt_tau_cbtpain_tau;-0,156053867;0,252362888;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for pain;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,35;51,37;6,43;9,38;42;42;84;1;42;42;84;34;41;75;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;121,2;138,84;108,36;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt insomnia;tau;phs;msd;fiq;post;10;self-report;-61,98;-55,57;11,14;18,14;-55,82;-55,45;14,52;16,79;27;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_fiq_post_10.0_self-report_cbt_tau_cbtinsomnia_tau;-0,023037874;0,254596019;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for insomnia;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,66;51,37;8,44;9,38;42;42;84;1;42;42;84;38;41;79;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;101,64;138,84;83,88;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt pain;tau;phs;msd;fiq;follow up;22;self-report;-65,53;-55,57;11,08;18,14;-53,33;-53,22;14,85;16,59;24;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_fiq_followup_22.0_self-report_cbt_tau_cbtpain_tau;-0,006861268;0,283070117;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for pain;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,35;51,37;6,43;9,38;42;42;84;1;42;42;84;34;41;75;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;121,2;138,84;108,36;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
lami, 2018;cbt;tau;cbt insomnia;tau;phs;msd;fiq;follow up;22;self-report;-61,98;-55,57;11,14;18,14;-56,53;-53,22;13,97;16,59;22;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;lami_2018_msd_fiq_followup_22.0_self-report_cbt_tau_cbtinsomnia_tau;-0,210739198;0,29050688;NA;NA;primary;low;high;high;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;cbt for insomnia;psy;group;NA;no;9;NA;810;NA;9;NA;1;NA;90;NA;NA;NA;NA;NA;NA;49,66;51,37;8,44;9,38;42;42;84;1;42;42;84;38;41;79;NA;NA;NA;NA;NA;NA;combined;fm;NA;NA;NA;NA;101,64;138,84;83,88;127,56;yes;"the exclusion criteria were: (1) having major concomitant medical conditions (e.g., inflammatory rheumatic disease, endocrine disturbances, neurological disorder, cancer, recent surgery) or pregnancy; (2) hav- ing mental disorders with severe symptoms (e.g., major depression with suicide ideation, schizophrenia, personal- ity disorder) or other organic sleep disorder (i.e., apnea); (3) having a severe dependence of hypnotic drugs; and (4) having irregularities in circadian rhythms at the time of the study (i.e., by rotating work shifts).";no;NA;no;NA
ljotsson, 2010;cbt+ambt;att plac;NA;NA;som;msd;gsrs-ibs;post;10;self-report;48,5;49,6;8,8;11,8;32,4;47,3;12,1;12,6;42;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ljotsson_2010_msd_gsrs-ibs_post_10.0_self-report_cbt+ambt_attplac_NA_NA;-1,195006716;0,235838811;NA;NA;primary;low;low;low;high;some concerns;high;NA;se;community;no;NA;adults;yes;Internet-delivered exposure and mindfulness based therapy;para;individual;NA;internet;5;NA;NA;NA;10;NA;0,5;NA;0;0;NA;NA;NA;NA;NA;36,4;32,8;10,1;8,6;35;37;72;0,84;43;43;86;38;43;81;29;43;72;medical circumstances (n = 1);NA;NA;cut-off;ibs;NA;NA;NA;NA;86,4;66;NA;NA;yes;"the following alarm symptoms were cause for exclusion: a) symptom debut after age 50, b) blood in stool without satisfactory medical explanation (such as known hemorrhoids), c) diarrhea predominant IBS with no colonoscopy performed, d) rapid weight loss that could not be linked to change in diet, e) and night symptoms that persistently caused sleeplessness, and f) less than 2 years of IBS-symptoms (regardless of when diagnosis had been given). Besides being an alarm symptom, the last criterion was also applied because we hypothesized that it takes some time to develop GSA and avoidance behaviors in response to symptoms. Additionally, g) any presence of current or previous inflammatory bowel disease was cause for exclusion as well as h) lactose or gluten intolerance where proper adjustments in diet had not been made. The Montgomery Åsberg Depression Rating Scale-Self report (MADRS-S; Svanborg & Åsberg, 1994) was used to exclude participants fulfilling criteria for i) suicide ideation (item 9 ! 4), and j) severe depressive symptoms (total score ! 30). Participants fulfilling criteria for k) substance dependence according to Alcohol Use Disorders Identification Test (AUDIT; Saunders, Aasland, Babor, de la Fuente, & Grant, 1993) or Drug Use Disorders Identification Test (DUDIT; Berman, Bergman, Palmstierna, & Schlyter, 2005) and participants suffering from l) psychosis, m) manic episode, or n) anorexia according to the Mini- International Neuropsychiatric Interview (MINI; Sheehan et al., 1998) were also excluded.";yes;the treatment credibility questionnaire was completed by 40 of the 42 participants in the treatment condition with a mean score of 31.4 (SD 1⁄4 10.7). There were no significant correlations between the treatment credibility and any change scores on the outcome measures or the number of completed steps. However, when comparing the 29 participants that reached step 5 and the 11 that did not reach step five (but completed the credibility question- naire) a significant difference was revealed, (M 1⁄4 33.5, SD 1⁄4 9.2 vs. M 1⁄4 24.2, SD 1⁄4 11.0) with a large between group effect size (t38 1⁄4 2.34, p 1⁄4 .02, d 1⁄4 0.92).;no;NA
ljotsson, 2010;cbt+ambt;att plac;NA;NA;depr;msd;madrs;post;10;clinican;11,9;12,5;8,1;7,6;6,9;10,5;8,1;8,6;42;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ljotsson_2010_msd_madrs_post_10.0_clinican_cbt+ambt_attplac_NA_NA;-0,426884952;0,219446991;NA;NA;primary;low;low;low;high;some concerns;high;NA;se;community;no;NA;adults;yes;Internet-delivered exposure and mindfulness based therapy;para;individual;NA;internet;5;NA;NA;NA;10;NA;0,5;NA;0;0;NA;NA;NA;NA;NA;36,4;32,8;10,1;8,6;35;37;72;0,84;43;43;86;38;43;81;29;43;72;medical circumstances (n = 1);NA;NA;cut-off;ibs;NA;NA;NA;NA;86,4;66;NA;NA;yes;"the following alarm symptoms were cause for exclusion: a) symptom debut after age 50, b) blood in stool without satisfactory medical explanation (such as known hemorrhoids), c) diarrhea predominant IBS with no colonoscopy performed, d) rapid weight loss that could not be linked to change in diet, e) and night symptoms that persistently caused sleeplessness, and f) less than 2 years of IBS-symptoms (regardless of when diagnosis had been given). Besides being an alarm symptom, the last criterion was also applied because we hypothesized that it takes some time to develop GSA and avoidance behaviors in response to symptoms. Additionally, g) any presence of current or previous inflammatory bowel disease was cause for exclusion as well as h) lactose or gluten intolerance where proper adjustments in diet had not been made. The Montgomery Åsberg Depression Rating Scale-Self report (MADRS-S; Svanborg & Åsberg, 1994) was used to exclude participants fulfilling criteria for i) suicide ideation (item 9 ! 4), and j) severe depressive symptoms (total score ! 30). Participants fulfilling criteria for k) substance dependence according to Alcohol Use Disorders Identification Test (AUDIT; Saunders, Aasland, Babor, de la Fuente, & Grant, 1993) or Drug Use Disorders Identification Test (DUDIT; Berman, Bergman, Palmstierna, & Schlyter, 2005) and participants suffering from l) psychosis, m) manic episode, or n) anorexia according to the Mini- International Neuropsychiatric Interview (MINI; Sheehan et al., 1998) were also excluded.";yes;the treatment credibility questionnaire was completed by 40 of the 42 participants in the treatment condition with a mean score of 31.4 (SD 1⁄4 10.7). There were no significant correlations between the treatment credibility and any change scores on the outcome measures or the number of completed steps. However, when comparing the 29 participants that reached step 5 and the 11 that did not reach step five (but completed the credibility question- naire) a significant difference was revealed, (M 1⁄4 33.5, SD 1⁄4 9.2 vs. M 1⁄4 24.2, SD 1⁄4 11.0) with a large between group effect size (t38 1⁄4 2.34, p 1⁄4 .02, d 1⁄4 0.92).;no;NA
ljotsson, 2010;cbt+ambt;att plac;NA;NA;phs;msd;ibs-qol;post;10;self-report;52,2;53,8;19,9;18,9;72,8;52,9;19,9;21,3;42;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ljotsson_2010_msd_ibs-qol_post_10.0_self-report_cbt+ambt_attplac_NA_NA;0,956320775;0,229224561;NA;NA;primary;low;low;low;high;some concerns;high;NA;se;community;no;NA;adults;yes;Internet-delivered exposure and mindfulness based therapy;para;individual;NA;internet;5;NA;NA;NA;10;NA;0,5;NA;0;0;NA;NA;NA;NA;NA;36,4;32,8;10,1;8,6;35;37;72;0,84;43;43;86;38;43;81;29;43;72;medical circumstances (n = 1);NA;NA;cut-off;ibs;NA;NA;NA;NA;86,4;66;NA;NA;yes;"the following alarm symptoms were cause for exclusion: a) symptom debut after age 50, b) blood in stool without satisfactory medical explanation (such as known hemorrhoids), c) diarrhea predominant IBS with no colonoscopy performed, d) rapid weight loss that could not be linked to change in diet, e) and night symptoms that persistently caused sleeplessness, and f) less than 2 years of IBS-symptoms (regardless of when diagnosis had been given). Besides being an alarm symptom, the last criterion was also applied because we hypothesized that it takes some time to develop GSA and avoidance behaviors in response to symptoms. Additionally, g) any presence of current or previous inflammatory bowel disease was cause for exclusion as well as h) lactose or gluten intolerance where proper adjustments in diet had not been made. The Montgomery Åsberg Depression Rating Scale-Self report (MADRS-S; Svanborg & Åsberg, 1994) was used to exclude participants fulfilling criteria for i) suicide ideation (item 9 ! 4), and j) severe depressive symptoms (total score ! 30). Participants fulfilling criteria for k) substance dependence according to Alcohol Use Disorders Identification Test (AUDIT; Saunders, Aasland, Babor, de la Fuente, & Grant, 1993) or Drug Use Disorders Identification Test (DUDIT; Berman, Bergman, Palmstierna, & Schlyter, 2005) and participants suffering from l) psychosis, m) manic episode, or n) anorexia according to the Mini- International Neuropsychiatric Interview (MINI; Sheehan et al., 1998) were also excluded.";yes;the treatment credibility questionnaire was completed by 40 of the 42 participants in the treatment condition with a mean score of 31.4 (SD 1⁄4 10.7). There were no significant correlations between the treatment credibility and any change scores on the outcome measures or the number of completed steps. However, when comparing the 29 participants that reached step 5 and the 11 that did not reach step five (but completed the credibility question- naire) a significant difference was revealed, (M 1⁄4 33.5, SD 1⁄4 9.2 vs. M 1⁄4 24.2, SD 1⁄4 11.0) with a large between group effect size (t38 1⁄4 2.34, p 1⁄4 .02, d 1⁄4 0.92).;no;NA
ljotsson, 2011;cbt+ambt;att plac;NA;NA;som;msd;gsrs-ibs;post;10;self-report;44,6;39,8;11,1;12;31;40,9;10,2;14,5;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ljotsson_2011_msd_gsrs-ibs_post_10.0_self-report_cbt+ambt_attplac_NA_NA;-0,77743631;0,265846776;NA;NA;primary;low;low;low;high;some concerns;high;ClinicalTrials.gov: NCT00844961;se;clinical;yes;NA;adults;yes;Internet-delivered exposure and mindfulness based therapy;para;individual;NA;internet;5;NA;NA;NA;10;NA;0,5;NA;NA;NA;NA;NA;NA;NA;NA;33,5;36,3;11,2;11,3;23;22;45;0,74;30;31;61;30;31;61;13;27;40;Symptom Improvement (n = 3), ICBT not suitable (n = 3), practical reasons (n = 3);NA;NA;medical;ibs;NA;NA;NA;NA;140,4;135,6;152,4;133,2;yes;Eligible patients were excluded if they g) reported debut of IBS symptoms after 50 years of age and were judged to require continued monitoring at the clinic, h) suffered from such severe diarrhea that IBS-symptom modifying drugs with psychotropic effects, such as tricyclic antidepressants or selective serotonin reuptake inhibitors, were judged to be the treatment of choice, i) could not read or write Swedish j) did not have access to the internet, k) were judged to be highly unsuitable for ICBT for somatic or psychological reasons as assessed by the gastroenterologist, or l) were not willing to participate in the study.;no;NA;yes;NA
ljotsson, 2011;cbt+ambt;att plac;NA;NA;phs;msd;ibs-qol;post;10;self-report;67,4;76,1;20,9;18,8;82,6;67,4;13,4;23,1;30;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ljotsson_2011_msd_ibs-qol_post_10.0_self-report_cbt+ambt_attplac_NA_NA;0,791339185;0,266191541;NA;NA;primary;low;low;low;high;some concerns;high;ClinicalTrials.gov: NCT00844961;se;clinical;yes;NA;adults;yes;Internet-delivered exposure and mindfulness based therapy;para;individual;NA;internet;5;NA;NA;NA;10;NA;0,5;NA;NA;NA;NA;NA;NA;NA;NA;33,5;36,3;11,2;11,3;23;22;45;0,74;30;31;61;30;31;61;13;27;40;Symptom Improvement (n = 3), ICBT not suitable (n = 3), practical reasons (n = 3);NA;NA;medical;ibs;NA;NA;NA;NA;140,4;135,6;152,4;133,2;yes;Eligible patients were excluded if they g) reported debut of IBS symptoms after 50 years of age and were judged to require continued monitoring at the clinic, h) suffered from such severe diarrhea that IBS-symptom modifying drugs with psychotropic effects, such as tricyclic antidepressants or selective serotonin reuptake inhibitors, were judged to be the treatment of choice, i) could not read or write Swedish j) did not have access to the internet, k) were judged to be highly unsuitable for ICBT for somatic or psychological reasons as assessed by the gastroenterologist, or l) were not willing to participate in the study.;no;NA;yes;NA
luciano, 2014;ambt;wl;NA;NA;som;msd;vas pain;post;8;self-report;65,43;64,04;18,34;18,72;48,07;64,28;10,5;15,76;51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;luciano_2014_msd_vaspain_post_8.0_self-report_ambt_wl_NA_NA;-1,197097053;0,21323248;NA;NA;primary;low;low;low;high;some concerns;high;NA;es;clinical;no;NA;adults;yes;original program (adapted to FM);psy;group;NA;no;8;NA;1200;NA;8;NA;1;NA;150;NA;6,8;NA;1,7;NA;0,85;48,88;48,28;5,94;5,71;49;50;99;0,95;51;53;104;51;53;104;22;50;72;NA;NA;"Lack of efficacy, n= 3; Patient decision, n= 2";combined;fm;NA;NA;NA;NA;168,96;155,76;107,52;104,88;yes;severe axis I psychiatric disorders (dementia, schizophrenia, paranoid disorder, alcohol and/or drug use disorders) and with severe somatic disorders that, from the clinician’s point of view, prevented patients from carrying out a psychological assessment or participating in other clinical trials;no;NA;no;NA
